date_local,CO_mean_ppm,CO_median_ppm,CO_max_ppm,AQI_mean
2020-01-01,0.41740884615384616,0.410526,0.657895,7.384615384615385
2020-01-02,0.45865384615384613,0.466667,0.7375,7.846153846153846
2020-01-03,0.6108974615384615,0.595833,1.333333,10.153846153846153
2020-01-04,0.7525641538461538,0.716667,1.758333,12.76923076923077
2020-01-05,0.616987076923077,0.558333,1.341667,10.923076923076923
2020-01-06,0.49711546153846153,0.4625,1.216667,7.6923076923076925
2020-01-07,0.4282050769230769,0.475,0.708333,7.846153846153846
2020-01-08,0.4913461538461539,0.483333,0.7375,8.923076923076923
2020-01-09,0.3941666923076923,0.379167,0.6875,6.6923076923076925
2020-01-10,0.5012631538461538,0.458333,0.945833,8.23076923076923
2020-01-11,0.5919871538461539,0.625,1.170833,10.307692307692308
2020-01-12,0.43974361538461537,0.479167,0.8375,7.461538461538462
2020-01-13,0.49585238461538467,0.541667,0.779167,8.153846153846153
2020-01-14,0.5794870769230769,0.558333,1.079167,9.23076923076923
2020-01-15,0.6253204615384615,0.575,1.204167,9.692307692307692
2020-01-16,0.5894229230769231,0.616667,0.870833,10.923076923076923
2020-01-17,0.2990762307692308,0.279167,0.475,5.923076923076923
2020-01-18,0.4307880769230769,0.429412,0.716667,7.230769230769231
2020-01-19,0.4166666923076923,0.420833,0.691667,8.153846153846153
2020-01-20,0.611858923076923,0.641667,0.858333,9.846153846153847
2020-01-21,0.30206046153846156,0.320833,0.458333,5.0
2020-01-22,0.40801276923076923,0.408333,0.620833,6.846153846153846
2020-01-23,0.5407219230769231,0.533333,0.858333,8.307692307692308
2020-01-24,0.6092947692307692,0.583333,1.154167,9.846153846153847
2020-01-25,0.5753204615384615,0.6125,0.925,8.76923076923077
2020-01-26,0.401282,0.4125,0.508333,6.461538461538462
2020-01-27,0.45352561538461533,0.429167,0.745833,6.769230769230769
2020-01-28,0.4395807692307692,0.375,0.7875,6.923076923076923
2020-01-29,0.40267366666666665,0.4333335,0.7375,6.166666666666667
2020-01-30,0.4581837692307692,0.366667,0.908333,7.384615384615385
2020-01-31,0.5937499230769231,0.5625,1.270833,9.76923076923077
2020-02-01,0.5137820769230769,0.470833,1.175,9.076923076923077
2020-02-02,0.5263461538461539,0.504167,1.1875,9.538461538461538
2020-02-03,0.1951389166666667,0.2,0.325,3.0833333333333335
2020-02-04,0.33948533333333336,0.2625,0.64,5.916666666666667
2020-02-05,0.4432799166666667,0.375,0.820833,7.25
2020-02-06,0.5600695833333333,0.5333335,0.941667,8.833333333333334
2020-02-07,0.6302083333333334,0.58125,1.0375,9.916666666666666
