DATE,TMAX_C,TMIN_C,TAVG_C,PRCP_mm,AWND,WT01,WT02,WT08
2020-07-15,26.666666666666664,17.22222222222222,21.944444444444443,0.0,2.46,0,0,0
2020-07-16,26.11111111111111,17.22222222222222,21.666666666666668,0.0,2.24,0,0,0
2020-07-17,25.555555555555554,17.22222222222222,21.38888888888889,0.0,2.01,0,0,0
2020-07-18,25.0,16.666666666666668,20.833333333333332,0.0,1.34,0,0,0
2020-07-19,26.666666666666664,16.666666666666668,21.666666666666668,0.0,1.57,1,0,1
2020-07-20,26.11111111111111,16.666666666666668,21.38888888888889,0.0,2.01,0,0,0
2020-07-21,27.22222222222222,16.11111111111111,21.666666666666668,0.0,2.01,0,0,0
2020-07-22,23.333333333333332,15.555555555555555,19.444444444444443,0.0,1.57,1,0,1
2020-07-23,24.444444444444443,16.666666666666668,20.555555555555554,0.0,1.57,0,0,0
2020-07-24,26.11111111111111,16.11111111111111,21.11111111111111,0.0,1.79,0,0,1
2020-07-25,26.666666666666664,16.11111111111111,21.38888888888889,0.0,1.79,0,0,1
2020-07-26,25.0,15.555555555555555,20.27777777777778,0.0,1.34,1,0,1
2020-07-27,23.88888888888889,16.11111111111111,20.0,0.0,1.34,0,0,1
2020-07-28,25.0,16.11111111111111,20.555555555555554,0.0,2.01,1,0,1
2020-07-29,25.555555555555554,16.11111111111111,20.833333333333332,0.0,1.12,1,0,1
2020-07-30,28.333333333333332,16.11111111111111,22.22222222222222,0.0,1.12,1,0,1
2020-07-31,31.666666666666664,17.77777777777778,24.72222222222222,0.0,1.12,0,0,1
2020-08-01,32.77777777777778,16.666666666666668,24.72222222222222,0.0,1.12,0,0,1
2020-08-02,31.11111111111111,18.88888888888889,25.0,0.0,0.89,1,0,1
2020-08-03,28.88888888888889,19.444444444444443,24.166666666666664,0.0,1.34,0,0,1
2020-08-04,26.11111111111111,19.444444444444443,22.77777777777778,0.0,0.89,0,0,1
2020-08-05,25.555555555555554,17.77777777777778,21.666666666666668,0.0,2.01,0,0,0
2020-08-06,26.666666666666664,18.333333333333332,22.5,0.0,0.89,0,0,1
2020-08-07,26.666666666666664,17.77777777777778,22.22222222222222,0.0,2.24,0,0,0
2020-08-08,27.22222222222222,17.22222222222222,22.22222222222222,0.0,1.79,0,0,0
2020-08-09,26.666666666666664,16.11111111111111,21.38888888888889,0.0,2.01,1,0,1
2020-08-10,25.555555555555554,16.666666666666668,21.11111111111111,0.0,1.57,0,0,0
2020-08-11,25.0,16.11111111111111,20.555555555555554,0.0,1.57,1,0,1
2020-08-12,30.0,15.555555555555555,22.77777777777778,0.0,1.34,0,0,0
2020-08-13,31.11111111111111,18.88888888888889,25.0,0.0,1.34,0,0,0
2020-08-14,33.888888888888886,21.11111111111111,27.5,0.0,1.34,0,0,1
2020-08-15,36.666666666666664,22.77777777777778,29.72222222222222,0.0,0.89,0,0,0
2020-08-16,35.0,22.77777777777778,28.88888888888889,0.0,1.57,0,0,1
2020-08-17,31.666666666666664,22.22222222222222,26.944444444444443,0.0,1.12,0,0,0
2020-08-18,36.11111111111111,22.22222222222222,29.166666666666664,0.0,1.12,0,0,1
2020-08-19,34.44444444444444,23.88888888888889,29.166666666666664,0.0,1.34,0,0,0
2020-08-20,34.44444444444444,22.77777777777778,28.61111111111111,0.0,1.79,0,0,1
2020-08-21,32.77777777777778,22.77777777777778,27.77777777777778,0.0,1.57,0,0,1
2020-08-22,35.55555555555556,22.77777777777778,29.166666666666664,0.0,1.57,0,0,1
2020-08-23,32.77777777777778,22.77777777777778,27.77777777777778,0.0,1.79,0,0,1
2020-08-24,27.22222222222222,21.11111111111111,24.166666666666664,0.0,2.68,0,0,1
2020-08-25,30.0,20.555555555555554,25.27777777777778,0.0,1.34,1,0,1
2020-08-26,30.555555555555554,18.88888888888889,24.72222222222222,0.0,1.79,1,0,1
2020-08-27,31.666666666666664,19.444444444444443,25.555555555555554,0.0,0.89,0,0,1
2020-08-28,30.0,17.22222222222222,23.61111111111111,0.0,1.12,0,0,1
2020-08-29,26.666666666666664,17.22222222222222,21.944444444444443,0.0,2.01,0,0,1
2020-08-30,26.11111111111111,17.22222222222222,21.666666666666668,0.0,2.01,0,0,1
2020-08-31,25.0,17.77777777777778,21.38888888888889,0.0,1.79,0,0,1
2020-09-01,26.11111111111111,18.333333333333332,22.22222222222222,0.0,2.24,0,0,0
2020-09-02,26.666666666666664,17.22222222222222,21.944444444444443,0.0,1.12,0,0,1
2020-09-03,28.88888888888889,18.333333333333332,23.61111111111111,0.0,1.12,0,0,1
2020-09-04,30.555555555555554,18.88888888888889,24.72222222222222,0.0,1.57,0,0,1
2020-09-05,37.22222222222222,20.555555555555554,28.88888888888889,0.0,1.12,0,0,1
2020-09-06,43.888888888888886,25.0,34.44444444444444,0.0,1.12,0,0,1
2020-09-07,30.555555555555554,22.22222222222222,26.38888888888889,0.0,1.12,0,0,1
2020-09-08,26.666666666666664,21.666666666666668,24.166666666666664,0.0,1.12,0,0,1
2020-09-09,28.333333333333332,19.444444444444443,23.88888888888889,0.0,1.79,1,0,1
2020-09-10,26.666666666666664,17.22222222222222,21.944444444444443,0.0,0.22,1,0,1
2020-09-11,28.88888888888889,16.666666666666668,22.77777777777778,0.0,1.12,1,0,1
2020-09-12,27.77777777777778,17.22222222222222,22.5,0.0,1.12,0,0,1
2020-09-13,29.444444444444443,16.11111111111111,22.77777777777778,0.0,1.12,1,0,1
2020-09-14,30.0,16.666666666666668,23.333333333333332,0.0,0.89,0,0,1
2020-09-15,30.555555555555554,17.22222222222222,23.88888888888889,0.0,1.57,0,0,1
2020-09-16,33.888888888888886,17.22222222222222,25.555555555555554,0.0,1.12,0,0,1
2020-09-17,33.888888888888886,17.22222222222222,25.555555555555554,0.0,1.12,0,0,1
2020-09-18,35.55555555555556,18.88888888888889,27.22222222222222,0.0,1.57,0,0,1
2020-09-19,30.555555555555554,18.88888888888889,24.72222222222222,0.0,1.12,0,0,1
2020-09-20,27.77777777777778,16.666666666666668,22.22222222222222,0.0,1.12,1,0,1
2020-09-21,27.22222222222222,18.88888888888889,23.055555555555554,0.0,1.57,0,0,1
2020-09-22,27.77777777777778,18.333333333333332,23.055555555555554,0.0,1.12,0,0,1
2020-09-23,29.444444444444443,17.22222222222222,23.333333333333332,0.0,0.89,1,0,1
2020-09-24,30.555555555555554,17.22222222222222,23.88888888888889,0.0,0.67,1,0,1
2020-09-25,27.77777777777778,18.88888888888889,23.333333333333332,0.0,0.89,1,0,1
2020-09-26,27.22222222222222,18.88888888888889,23.055555555555554,0.0,0.89,1,0,1
2020-09-27,27.77777777777778,20.0,23.88888888888889,0.0,1.34,0,0,1
2020-09-28,30.0,18.88888888888889,24.444444444444443,0.0,1.12,1,0,1
2020-09-29,33.888888888888886,18.88888888888889,26.38888888888889,0.0,1.34,1,0,1
2020-09-30,39.44444444444444,20.0,29.72222222222222,0.0,1.12,0,0,1
2020-10-01,38.333333333333336,20.0,29.166666666666664,0.0,0.89,0,0,1
2020-10-02,37.22222222222222,21.11111111111111,29.166666666666664,0.0,0.67,0,0,1
2020-10-03,34.44444444444444,20.0,27.22222222222222,0.0,0.89,0,0,1
2020-10-04,34.44444444444444,18.88888888888889,26.666666666666664,0.0,0.45,1,0,1
2020-10-05,32.22222222222222,18.88888888888889,25.555555555555554,0.0,0.67,1,0,1
2020-10-06,31.11111111111111,17.22222222222222,24.166666666666664,0.0,0.22,1,0,1
2020-10-07,26.666666666666664,17.22222222222222,21.944444444444443,0.0,1.34,1,1,1
2020-10-08,25.0,18.333333333333332,21.666666666666668,0.0,1.34,0,0,1
2020-10-09,23.88888888888889,17.77777777777778,20.833333333333332,0.0,1.34,0,0,1
2020-10-10,25.0,18.88888888888889,21.944444444444443,0.0,0.67,0,0,1
2020-10-11,26.11111111111111,17.22222222222222,21.666666666666668,0.0,1.34,0,0,0
2020-10-12,32.22222222222222,17.22222222222222,24.72222222222222,0.0,0.89,0,0,0
2020-10-13,34.44444444444444,18.333333333333332,26.38888888888889,0.0,1.12,0,0,1
2020-10-14,33.888888888888886,17.77777777777778,25.833333333333332,0.0,0.89,0,0,0
2020-10-15,33.333333333333336,18.88888888888889,26.11111111111111,0.0,1.34,0,0,0
2020-10-16,33.333333333333336,18.333333333333332,25.833333333333332,0.0,0.89,0,0,1
2020-10-17,30.555555555555554,18.88888888888889,24.72222222222222,0.0,1.12,1,0,1
2020-10-18,27.22222222222222,18.333333333333332,22.77777777777778,0.0,1.12,1,0,1
2020-10-19,25.555555555555554,17.77777777777778,21.666666666666668,0.0,1.12,0,0,1
2020-10-20,25.555555555555554,18.333333333333332,21.944444444444443,0.0,1.34,0,0,1
2020-10-21,23.88888888888889,18.88888888888889,21.38888888888889,0.0,0.89,0,0,1
2020-10-22,22.22222222222222,17.77777777777778,20.0,0.0,0.45,0,0,1
2020-10-23,22.77777777777778,17.22222222222222,20.0,0.0,1.12,0,0,1
2020-10-24,21.666666666666668,18.333333333333332,20.0,0.0,0.89,0,0,0
2020-10-25,21.11111111111111,15.555555555555555,18.333333333333332,0.0,1.34,0,0,0
2020-10-26,22.77777777777778,13.333333333333332,18.055555555555554,0.0,0.67,0,0,1
2020-10-27,25.0,11.11111111111111,18.055555555555554,0.0,1.34,0,0,1
2020-10-28,25.0,12.777777777777777,18.88888888888889,0.0,1.34,0,0,1
2020-10-29,28.333333333333332,13.333333333333332,20.833333333333332,0.0,0.67,0,0,0
2020-10-30,28.333333333333332,12.777777777777777,20.555555555555554,0.0,0.45,0,0,1
2020-10-31,28.88888888888889,12.777777777777777,20.833333333333332,0.0,0.45,0,0,1
2020-11-01,29.444444444444443,13.88888888888889,21.666666666666668,0.0,1.12,1,1,1
2020-11-02,24.444444444444443,14.444444444444445,19.444444444444443,0.0,1.12,1,1,1
2020-11-03,25.0,15.555555555555555,20.27777777777778,0.0,0.45,1,0,1
2020-11-04,27.22222222222222,13.88888888888889,20.555555555555554,0.0,1.12,1,0,1
2020-11-05,32.77777777777778,15.0,23.88888888888889,0.0,0.67,0,0,0
2020-11-06,24.444444444444443,14.444444444444445,19.444444444444443,0.0,2.46,1,0,1
2020-11-07,16.666666666666668,11.666666666666666,14.166666666666666,2.794,2.91,0,0,0
2020-11-08,16.666666666666668,9.444444444444445,13.055555555555555,0.0,3.8,0,0,0
2020-11-09,17.77777777777778,8.333333333333334,13.055555555555555,0.0,1.12,0,0,1
2020-11-10,19.444444444444443,8.333333333333334,13.88888888888889,0.0,1.57,0,0,0
2020-11-11,20.0,8.333333333333334,14.166666666666666,0.0,1.12,0,0,1
2020-11-12,21.11111111111111,8.333333333333334,14.722222222222221,0.0,1.12,0,0,1
2020-11-13,20.0,9.444444444444445,14.722222222222221,0.0,0.67,0,0,0
2020-11-14,20.0,10.555555555555555,15.277777777777777,0.0,1.57,0,0,1
2020-11-15,29.444444444444443,11.11111111111111,20.27777777777778,0.0,1.12,0,0,1
2020-11-16,32.77777777777778,15.0,23.88888888888889,0.0,2.01,0,0,0
2020-11-17,26.666666666666664,12.222222222222221,19.444444444444443,0.0,0.67,1,0,1
2020-11-18,20.0,12.222222222222221,16.11111111111111,0.0,0.89,1,0,1
2020-11-19,20.555555555555554,12.222222222222221,16.38888888888889,0.0,1.34,1,0,1
2020-11-20,23.88888888888889,10.555555555555555,17.22222222222222,0.0,0.45,1,0,1
2020-11-21,25.555555555555554,11.11111111111111,18.333333333333332,0.0,0.89,1,0,1
2020-11-22,22.77777777777778,11.11111111111111,16.944444444444443,0.0,0.45,0,0,1
2020-11-23,18.333333333333332,11.666666666666666,15.0,0.0,0.89,1,1,1
2020-11-24,21.11111111111111,11.11111111111111,16.11111111111111,0.0,0.22,1,0,1
2020-11-25,18.88888888888889,9.444444444444445,14.166666666666666,0.0,1.12,1,1,1
2020-11-26,20.555555555555554,10.0,15.277777777777777,0.0,0.89,1,0,1
2020-11-27,20.555555555555554,6.666666666666666,13.61111111111111,0.0,1.12,0,0,0
2020-11-28,23.333333333333332,8.333333333333334,15.833333333333332,0.0,1.79,0,0,0
2020-11-29,25.0,10.0,17.5,0.0,1.57,0,0,0
2020-11-30,26.11111111111111,11.11111111111111,18.61111111111111,0.0,1.57,0,0,0
2020-12-01,26.11111111111111,8.88888888888889,17.5,0.0,0.22,0,0,1
2020-12-02,26.666666666666664,8.88888888888889,17.77777777777778,0.0,0.89,0,0,1
2020-12-03,23.333333333333332,8.333333333333334,15.833333333333332,0.0,0.67,0,0,0
2020-12-04,23.333333333333332,9.444444444444445,16.38888888888889,0.0,2.01,0,0,0
2020-12-05,23.333333333333332,7.777777777777778,15.555555555555555,0.0,0.67,0,0,0
2020-12-06,22.77777777777778,7.777777777777778,15.277777777777777,0.0,0.89,0,0,1
2020-12-07,24.444444444444443,7.777777777777778,16.11111111111111,0.0,0.0,0,0,1
2020-12-08,27.77777777777778,11.666666666666666,19.72222222222222,0.0,0.45,0,0,1
2020-12-09,23.333333333333332,11.666666666666666,17.5,0.0,1.57,0,0,1
2020-12-10,18.333333333333332,10.0,14.166666666666666,0.0,1.57,0,0,0
2020-12-11,17.22222222222222,10.0,13.61111111111111,0.0,0.67,1,0,1
2020-12-12,20.555555555555554,9.444444444444445,15.0,0.0,1.34,1,0,1
2020-12-13,21.11111111111111,10.0,15.555555555555555,0.0,1.12,0,0,0
2020-12-14,18.88888888888889,11.11111111111111,15.0,0.0,2.46,0,0,0
2020-12-15,21.11111111111111,8.333333333333334,14.722222222222221,0.0,0.22,0,0,0
2020-12-16,22.77777777777778,8.333333333333334,15.555555555555555,0.0,1.12,0,0,0
2020-12-17,17.77777777777778,10.555555555555555,14.166666666666666,0.0,1.12,0,0,0
2020-12-18,19.444444444444443,9.444444444444445,14.444444444444445,0.0,0.45,0,0,0
2020-12-19,21.666666666666668,7.222222222222222,14.444444444444445,0.0,0.67,0,0,0
2020-12-20,26.666666666666664,8.88888888888889,17.77777777777778,0.0,2.01,0,0,0
2020-12-21,28.88888888888889,13.88888888888889,21.38888888888889,0.0,2.24,0,0,0
2020-12-22,21.666666666666668,10.0,15.833333333333332,0.0,1.12,1,0,1
2020-12-23,21.11111111111111,10.555555555555555,15.833333333333332,0.0,0.89,0,0,1
2020-12-24,18.88888888888889,12.222222222222221,15.555555555555555,0.508,2.01,0,0,1
2020-12-25,23.88888888888889,11.11111111111111,17.5,0.0,1.57,0,0,0
2020-12-26,20.555555555555554,7.777777777777778,14.166666666666666,0.0,0.67,0,0,0
2020-12-27,18.88888888888889,12.777777777777777,15.833333333333332,0.254,1.12,1,0,1
2020-12-28,13.333333333333332,8.333333333333334,10.833333333333334,45.974,4.7,1,0,0
2020-12-29,18.333333333333332,5.555555555555555,11.944444444444445,0.0,1.57,0,0,0
2020-12-30,20.555555555555554,6.666666666666666,13.61111111111111,0.0,0.45,0,0,0
2020-12-31,21.11111111111111,6.111111111111111,13.61111111111111,0.0,1.57,0,0,0
2021-01-01,21.11111111111111,7.222222222222222,14.166666666666666,0.0,0.22,0,0,1
2021-01-02,18.88888888888889,8.333333333333334,13.61111111111111,0.0,0.45,1,0,1
2021-01-03,17.77777777777778,10.0,13.88888888888889,0.0,1.12,1,0,1
2021-01-04,16.666666666666668,8.88888888888889,12.777777777777777,0.0,0.89,1,0,1
2021-01-05,17.22222222222222,8.88888888888889,13.055555555555555,0.0,0.67,1,1,1
2021-01-06,22.22222222222222,8.88888888888889,15.555555555555555,0.0,0.22,1,0,1
2021-01-07,23.88888888888889,7.222222222222222,15.555555555555555,0.0,0.89,1,0,1
2021-01-08,20.0,7.777777777777778,13.88888888888889,0.0,1.12,1,0,1
2021-01-09,23.333333333333332,9.444444444444445,16.38888888888889,0.0,1.34,0,0,1
2021-01-10,22.22222222222222,8.333333333333334,15.277777777777777,0.0,1.12,0,0,0
2021-01-11,23.333333333333332,7.777777777777778,15.555555555555555,0.0,0.67,0,0,0
2021-01-12,22.22222222222222,8.88888888888889,15.555555555555555,0.0,1.12,0,0,1
2021-01-13,23.88888888888889,8.88888888888889,16.38888888888889,0.0,0.89,0,0,1
2021-01-14,28.333333333333332,10.0,19.166666666666668,0.0,0.45,0,0,1
2021-01-15,31.11111111111111,11.11111111111111,21.11111111111111,0.0,0.0,0,0,0
2021-01-16,31.11111111111111,12.222222222222221,21.666666666666668,0.0,0.0,0,0,0
2021-01-17,30.0,12.222222222222221,21.11111111111111,0.0,0.45,0,0,0
2021-01-18,26.11111111111111,11.666666666666666,18.88888888888889,0.0,0.67,0,0,1
2021-01-19,21.666666666666668,13.333333333333332,17.5,0.0,2.91,0,0,1
2021-01-20,25.0,11.666666666666666,18.333333333333332,0.0,0.89,0,0,0
2021-01-21,21.666666666666668,11.666666666666666,16.666666666666668,0.0,1.12,0,0,1
2021-01-22,17.77777777777778,10.555555555555555,14.166666666666666,0.0,2.68,0,0,0
2021-01-23,13.333333333333332,8.88888888888889,11.11111111111111,9.652,1.57,1,0,0
2021-01-24,15.555555555555555,6.111111111111111,10.833333333333334,1.778,2.24,1,0,0
2021-01-25,13.333333333333332,6.111111111111111,9.722222222222221,7.365999999999999,2.68,1,0,0
2021-01-26,14.444444444444445,4.444444444444445,9.444444444444445,0.0,1.79,0,0,0
2021-01-27,16.11111111111111,10.0,13.055555555555555,0.0,4.25,0,0,0
2021-01-28,18.333333333333332,7.777777777777778,13.055555555555555,24.892,3.13,1,0,0
2021-01-29,12.222222222222221,7.777777777777778,10.0,18.287999999999997,0.67,1,0,0
2021-01-30,17.77777777777778,6.666666666666666,12.222222222222221,0.0,0.89,0,0,0
2021-01-31,21.666666666666668,8.88888888888889,15.277777777777777,0.0,1.12,0,0,0
2021-02-01,22.77777777777778,14.444444444444445,18.61111111111111,0.0,0.89,0,0,1
2021-02-02,21.666666666666668,12.222222222222221,16.944444444444443,0.0,0.67,0,0,0
2021-02-03,19.444444444444443,9.444444444444445,14.444444444444445,0.0,0.89,0,0,0
2021-02-04,18.88888888888889,11.11111111111111,15.0,0.0,0.45,0,0,0
2021-02-05,20.555555555555554,10.0,15.277777777777777,0.0,1.12,1,0,1
2021-02-06,22.77777777777778,8.333333333333334,15.555555555555555,0.0,0.89,0,0,0
2021-02-07,20.555555555555554,8.88888888888889,14.722222222222221,0.0,0.89,1,1,1
2021-02-08,18.333333333333332,10.555555555555555,14.444444444444445,0.0,1.34,1,0,1
2021-02-09,16.666666666666668,12.222222222222221,14.444444444444445,0.0,1.12,0,0,1
2021-02-10,16.666666666666668,11.11111111111111,13.88888888888889,0.0,0.67,0,0,1
2021-02-11,20.0,8.88888888888889,14.444444444444445,0.0,1.12,1,0,1
2021-02-12,21.11111111111111,12.777777777777777,16.944444444444443,0.0,3.13,0,0,1
2021-02-13,17.77777777777778,12.222222222222221,15.0,0.0,2.24,0,0,0
2021-02-14,21.666666666666668,13.88888888888889,17.77777777777778,0.0,4.92,0,0,0
2021-02-15,18.88888888888889,11.11111111111111,15.0,0.0,2.24,0,0,0
2021-02-16,21.11111111111111,11.666666666666666,16.38888888888889,0.0,3.8,1,0,1
2021-02-17,21.666666666666668,9.444444444444445,15.555555555555555,0.0,2.68,0,0,0
2021-02-18,20.555555555555554,8.333333333333334,14.444444444444445,0.0,1.57,0,0,1
2021-02-19,21.666666666666668,8.333333333333334,15.0,0.0,1.12,0,0,0
2021-02-20,20.0,8.333333333333334,14.166666666666666,0.0,3.58,0,0,0
2021-02-21,22.77777777777778,7.777777777777778,15.277777777777777,0.0,1.12,0,0,0
2021-02-22,27.77777777777778,8.88888888888889,18.333333333333332,0.0,0.67,0,0,0
2021-02-23,26.11111111111111,11.666666666666666,18.88888888888889,0.0,1.34,0,0,1
2021-02-24,23.88888888888889,11.11111111111111,17.5,0.0,1.12,1,0,1
2021-02-25,23.333333333333332,10.555555555555555,16.944444444444443,0.0,0.89,1,0,1
2021-02-26,23.333333333333332,8.333333333333334,15.833333333333332,0.0,0.89,0,0,0
2021-02-27,23.88888888888889,10.0,16.944444444444443,0.0,3.58,0,0,1
2021-02-28,22.77777777777778,9.444444444444445,16.11111111111111,0.0,0.67,0,0,0
2021-03-01,24.444444444444443,10.0,17.22222222222222,0.0,2.24,0,0,0
2021-03-02,24.444444444444443,9.444444444444445,16.944444444444443,0.0,1.79,0,0,0
2021-03-03,14.444444444444445,8.88888888888889,11.666666666666666,4.064,4.25,0,0,0
2021-03-04,19.444444444444443,7.777777777777778,13.61111111111111,0.0,1.57,0,0,1
2021-03-05,25.555555555555554,9.444444444444445,17.5,0.0,1.12,0,0,0
2021-03-06,20.555555555555554,10.555555555555555,15.555555555555555,0.0,2.24,0,0,0
2021-03-07,17.77777777777778,12.777777777777777,15.277777777777777,0.0,0.89,0,0,0
2021-03-08,18.88888888888889,12.222222222222221,15.555555555555555,0.0,2.24,0,0,0
2021-03-09,17.22222222222222,8.88888888888889,13.055555555555555,0.0,2.68,0,0,0
2021-03-10,15.0,8.333333333333334,11.666666666666666,21.081999999999997,2.24,1,0,0
2021-03-11,14.444444444444445,7.777777777777778,11.11111111111111,3.0479999999999996,2.91,1,0,0
2021-03-12,15.555555555555555,6.666666666666666,11.11111111111111,0.0,1.79,0,0,0
2021-03-13,17.77777777777778,7.777777777777778,12.777777777777777,0.0,1.34,0,0,0
2021-03-14,17.77777777777778,11.666666666666666,14.722222222222221,0.0,2.01,0,0,0
2021-03-15,14.444444444444445,8.333333333333334,11.38888888888889,7.619999999999999,3.13,1,0,0
2021-03-16,16.11111111111111,7.222222222222222,11.666666666666666,0.0,2.01,0,0,0
2021-03-17,19.444444444444443,7.222222222222222,13.333333333333332,0.0,1.34,0,0,0
2021-03-18,18.88888888888889,10.555555555555555,14.722222222222221,0.0,1.12,0,0,0
2021-03-19,22.22222222222222,10.0,16.11111111111111,0.0,2.01,0,0,0
2021-03-20,20.0,12.777777777777777,16.38888888888889,0.0,2.01,0,0,0
2021-03-21,20.555555555555554,9.444444444444445,15.0,0.0,1.34,0,0,0
2021-03-22,20.555555555555554,11.666666666666666,16.11111111111111,0.0,2.24,0,0,0
2021-03-23,21.666666666666668,11.11111111111111,16.38888888888889,0.0,4.03,0,0,0
2021-03-24,22.77777777777778,12.777777777777777,17.77777777777778,0.0,4.25,0,0,0
2021-03-25,17.77777777777778,11.11111111111111,14.444444444444445,0.0,3.8,0,0,0
2021-03-26,18.333333333333332,10.555555555555555,14.444444444444445,0.0,2.46,0,0,0
2021-03-27,24.444444444444443,9.444444444444445,16.944444444444443,0.0,1.12,0,0,0
2021-03-28,30.0,11.666666666666666,20.833333333333332,0.0,1.57,0,0,0
2021-03-29,26.666666666666664,12.222222222222221,19.444444444444443,0.0,1.12,0,0,0
2021-03-30,23.88888888888889,13.333333333333332,18.61111111111111,0.0,2.24,0,0,1
2021-03-31,31.11111111111111,12.222222222222221,21.666666666666668,0.0,0.67,0,0,0
2021-04-01,31.11111111111111,16.11111111111111,23.61111111111111,0.0,1.34,0,0,1
2021-04-02,23.88888888888889,13.333333333333332,18.61111111111111,0.0,2.01,1,0,1
2021-04-03,21.11111111111111,12.777777777777777,16.944444444444443,0.0,0.67,1,0,1
2021-04-04,24.444444444444443,11.11111111111111,17.77777777777778,0.0,1.12,0,0,0
2021-04-05,22.22222222222222,12.777777777777777,17.5,0.0,1.57,0,0,0
2021-04-06,21.11111111111111,12.222222222222221,16.666666666666668,0.0,1.12,0,0,0
2021-04-07,22.77777777777778,12.777777777777777,17.77777777777778,0.0,0.67,0,0,0
2021-04-08,23.88888888888889,12.777777777777777,18.333333333333332,0.0,1.12,0,0,0
2021-04-09,23.333333333333332,12.777777777777777,18.055555555555554,0.0,1.12,0,0,1
2021-04-10,25.0,12.777777777777777,18.88888888888889,0.0,1.79,0,0,0
2021-04-11,23.333333333333332,14.444444444444445,18.88888888888889,0.0,1.12,0,0,1
2021-04-12,20.0,14.444444444444445,17.22222222222222,0.0,1.57,0,0,0
2021-04-13,17.22222222222222,13.88888888888889,15.555555555555555,0.0,1.79,0,0,0
2021-04-14,18.333333333333332,12.222222222222221,15.277777777777777,0.0,1.34,0,0,0
2021-04-15,20.0,10.555555555555555,15.277777777777777,0.0,1.57,0,0,1
2021-04-16,21.666666666666668,13.333333333333332,17.5,0.0,1.79,0,0,1
2021-04-17,21.666666666666668,12.777777777777777,17.22222222222222,0.0,1.12,0,0,0
2021-04-18,31.666666666666664,12.777777777777777,22.22222222222222,0.0,2.01,0,0,0
2021-04-19,29.444444444444443,15.0,22.22222222222222,0.0,1.12,0,0,1
2021-04-20,23.333333333333332,13.88888888888889,18.61111111111111,0.0,2.46,0,0,1
2021-04-21,18.88888888888889,14.444444444444445,16.666666666666668,0.0,2.24,0,0,1
2021-04-22,17.22222222222222,14.444444444444445,15.833333333333332,0.0,2.46,0,0,0
2021-04-23,18.333333333333332,14.444444444444445,16.38888888888889,0.0,0.67,0,0,0
2021-04-24,18.88888888888889,13.333333333333332,16.11111111111111,0.0,1.34,0,0,0
2021-04-25,20.0,13.333333333333332,16.666666666666668,0.0,1.34,0,0,0
2021-04-26,18.333333333333332,12.777777777777777,15.555555555555555,0.0,2.91,0,0,0
2021-04-27,20.0,13.333333333333332,16.666666666666668,0.0,2.46,0,0,1
2021-04-28,26.666666666666664,11.666666666666666,19.166666666666668,0.0,1.79,0,0,0
2021-04-29,30.555555555555554,14.444444444444445,22.5,0.0,1.57,0,0,0
2021-04-30,32.22222222222222,16.11111111111111,24.166666666666664,0.0,1.12,0,0,0
2021-05-01,24.444444444444443,14.444444444444445,19.444444444444443,0.0,1.34,0,0,1
2021-05-02,21.666666666666668,15.555555555555555,18.61111111111111,0.0,1.34,0,0,0
2021-05-03,22.22222222222222,15.555555555555555,18.88888888888889,0.0,1.79,0,0,0
2021-05-04,26.11111111111111,15.555555555555555,20.833333333333332,0.0,1.12,0,0,1
2021-05-05,26.666666666666664,15.0,20.833333333333332,0.0,1.79,1,0,1
2021-05-06,22.22222222222222,15.0,18.61111111111111,0.0,1.57,0,0,1
2021-05-07,20.555555555555554,15.0,17.77777777777778,0.0,1.57,0,0,0
2021-05-08,22.22222222222222,15.555555555555555,18.88888888888889,0.0,2.01,0,0,0
2021-05-09,21.666666666666668,15.555555555555555,18.61111111111111,0.0,1.34,0,0,0
2021-05-10,20.555555555555554,16.11111111111111,18.333333333333332,0.0,1.34,0,0,0
2021-05-11,22.22222222222222,16.666666666666668,19.444444444444443,0.0,1.12,0,0,0
2021-05-12,22.77777777777778,16.11111111111111,19.444444444444443,0.0,2.01,0,0,0
2021-05-13,19.444444444444443,16.11111111111111,17.77777777777778,0.0,2.01,0,0,0
2021-05-14,22.77777777777778,15.555555555555555,19.166666666666668,0.0,2.01,0,0,0
2021-05-15,21.11111111111111,16.11111111111111,18.61111111111111,0.0,2.01,0,0,0
2021-05-16,18.88888888888889,14.444444444444445,16.666666666666668,0.0,1.12,0,0,0
2021-05-17,20.0,15.555555555555555,17.77777777777778,0.0,2.01,0,0,0
2021-05-18,22.22222222222222,15.0,18.61111111111111,0.0,1.34,0,0,0
2021-05-19,23.88888888888889,15.555555555555555,19.72222222222222,0.0,2.01,0,0,0
2021-05-20,21.666666666666668,14.444444444444445,18.055555555555554,0.0,0.67,0,0,0
2021-05-21,23.88888888888889,13.333333333333332,18.61111111111111,0.0,2.24,0,0,0
2021-05-22,21.11111111111111,12.222222222222221,16.666666666666668,0.0,2.24,0,0,0
2021-05-23,22.22222222222222,12.222222222222221,17.22222222222222,0.0,2.01,0,0,0
2021-05-24,28.88888888888889,12.777777777777777,20.833333333333332,0.0,1.57,0,0,1
2021-05-25,29.444444444444443,16.666666666666668,23.055555555555554,0.0,1.12,0,0,0
2021-05-26,26.11111111111111,17.22222222222222,21.666666666666668,0.0,1.12,0,0,1
2021-05-27,23.333333333333332,16.666666666666668,20.0,0.0,2.01,0,0,0
