DATE,TMAX_C,TMIN_C,TAVG_C,PRCP_mm,AWND,WT01,WT02,WT08
2020-06-24,26.11111111111111,16.666666666666668,21.38888888888889,0.0,2.24,0,0,1
2020-06-25,25.555555555555554,17.77777777777778,21.666666666666668,0.0,1.79,0,0,0
2020-06-26,24.444444444444443,16.666666666666668,20.555555555555554,0.0,2.24,1,0,1
2020-06-27,25.0,16.666666666666668,20.833333333333332,0.0,2.24,0,0,1
2020-06-28,22.22222222222222,17.77777777777778,20.0,0.0,2.46,0,0,0
2020-06-29,23.333333333333332,17.22222222222222,20.27777777777778,0.0,2.46,0,0,0
2020-06-30,23.88888888888889,16.11111111111111,20.0,0.0,1.57,0,0,0
2020-07-01,24.444444444444443,17.22222222222222,20.833333333333332,0.0,1.57,0,0,0
2020-07-02,26.11111111111111,17.77777777777778,21.944444444444443,0.0,2.68,0,0,1
2020-07-03,27.22222222222222,16.11111111111111,21.666666666666668,0.0,1.79,0,0,1
2020-07-04,29.444444444444443,17.77777777777778,23.61111111111111,0.0,2.24,0,0,1
2020-07-05,32.77777777777778,17.77777777777778,25.27777777777778,0.0,1.79,0,0,1
2020-07-06,30.555555555555554,18.333333333333332,24.444444444444443,0.0,0.89,1,0,1
2020-07-07,28.88888888888889,18.333333333333332,23.61111111111111,0.0,1.57,0,0,1
2020-07-08,28.88888888888889,17.77777777777778,23.333333333333332,0.0,1.79,0,0,1
2020-07-09,28.333333333333332,17.77777777777778,23.055555555555554,0.0,1.57,1,0,1
2020-07-10,30.0,17.22222222222222,23.61111111111111,0.0,1.34,1,0,1
2020-07-11,32.22222222222222,18.333333333333332,25.27777777777778,0.0,1.79,0,0,0
2020-07-12,33.333333333333336,20.0,26.666666666666664,0.0,2.01,0,0,0
2020-07-13,29.444444444444443,18.88888888888889,24.166666666666664,0.0,1.12,0,0,1
2020-07-14,27.22222222222222,17.77777777777778,22.5,0.0,2.01,0,0,0
