date_local,PM25_mean_ugm3,PM25_median_ugm3,PM25_max_ugm3,AQI_mean
2020-01-01,22.808333333333334,25.8,36.0,75.75
2020-01-02,16.228571428571428,17.3,22.0,62.57142857142857
2020-01-03,21.5,24.7,29.2,73.85714285714286
2020-01-04,22.68,26.1,36.8,75.66666666666667
2020-01-05,25.75714285714286,28.6,36.5,80.85714285714286
2020-01-06,13.657142857142857,14.6,22.0,57.42857142857143
2020-01-07,6.5,6.65,9.0,36.166666666666664
2020-01-08,12.342857142857143,14.0,15.9,53.57142857142857
2020-01-09,8.866666666666667,10.45,11.8,45.0
2020-01-10,12.069230769230769,12.2,19.2,54.53846153846154
2020-01-11,18.37142857142857,17.8,26.1,65.28571428571429
2020-01-12,17.085714285714285,18.4,23.9,63.42857142857143
2020-01-13,18.425,19.0,26.1,67.08333333333333
2020-01-14,22.085714285714285,24.4,28.2,73.0
2020-01-15,35.82857142857143,39.0,44.9,103.42857142857143
2020-01-16,24.978571428571428,26.45,30.9,80.5
2020-01-17,6.75,7.1,9.3,37.333333333333336
2020-01-18,10.85,11.399999999999999,17.1,51.166666666666664
2020-01-19,9.572727272727272,10.2,15.3,48.81818181818182
2020-01-20,15.983333333333334,16.8,20.7,63.0
2020-01-21,5.666666666666667,5.2,7.8,31.5
2020-01-22,12.328571428571427,13.25,15.9,55.357142857142854
2020-01-23,12.116666666666667,12.95,15.6,54.666666666666664
2020-01-24,15.283333333333333,16.549999999999997,20.4,60.0
2020-01-25,23.636363636363637,22.8,34.8,76.54545454545455
2020-01-26,23.25,20.6,47.3,77.16666666666667
2020-01-27,19.95,23.15,24.5,68.0
2020-01-28,8.742857142857144,9.25,14.8,44.0
2020-01-29,8.414285714285715,8.4,10.9,45.0
2020-01-30,11.057142857142859,11.5,16.1,52.57142857142857
2020-01-31,9.65,9.8,19.9,45.75
2020-02-01,11.828571428571427,11.8,16.1,53.714285714285715
2020-02-02,15.642857142857142,17.2,20.6,62.57142857142857
2020-02-03,3.6933333333333334,3.4,6.2,20.533333333333335
2020-02-04,5.442857142857143,5.5,7.0,30.285714285714285
2020-02-05,9.071428571428571,9.7,12.3,46.285714285714285
2020-02-06,11.441666666666668,10.9,17.4,54.0
2020-02-07,18.716666666666665,20.05,24.0,67.33333333333333
2020-02-08,21.3125,22.45,27.3,73.0
2020-02-09,10.178571428571429,10.15,14.2,51.214285714285715
2020-02-10,7.328571428571428,7.5,10.0,40.285714285714285
2020-02-11,7.928571428571429,8.3,10.7,43.142857142857146
2020-02-12,9.43,9.4,12.6,48.3
2020-02-13,14.385714285714286,13.7,17.5,60.857142857142854
2020-02-14,15.857142857142858,16.3,17.5,63.714285714285715
2020-02-15,16.4,17.1,22.8,64.5
2020-02-16,16.7,18.1,23.2,61.857142857142854
2020-02-17,18.2,19.2,22.2,67.14285714285714
2020-02-18,16.191666666666666,15.600000000000001,23.3,64.0
2020-02-19,18.228571428571428,18.7,27.3,67.0
2020-02-20,19.25714285714286,21.5,25.0,68.85714285714286
2020-02-21,13.12857142857143,12.05,21.1,56.92857142857143
2020-02-22,6.1571428571428575,6.1,7.9,34.142857142857146
2020-02-23,9.299999999999999,9.3,11.3,49.0
2020-02-24,13.041666666666666,13.45,15.5,57.833333333333336
2020-02-25,12.157142857142857,13.0,16.9,54.57142857142857
2020-02-26,9.157142857142857,9.2,12.2,47.57142857142857
2020-02-27,8.357142857142858,7.7,14.8,42.92857142857143
2020-02-28,7.5,7.5,11.0,40.857142857142854
2020-02-29,7.714285714285714,7.3,9.8,42.42857142857143
2020-03-01,7.266666666666667,7.15,8.6,40.416666666666664
2020-03-02,5.742857142857143,5.0,8.3,31.857142857142858
2020-03-03,7.333333333333333,7.5,9.3,40.833333333333336
2020-03-04,12.776923076923076,13.0,15.3,57.15384615384615
2020-03-05,17.283333333333335,18.9,22.0,66.16666666666667
2020-03-06,12.442857142857141,11.3,19.9,56.857142857142854
2020-03-07,3.233333333333333,3.2,5.8,18.083333333333332
2020-03-08,3.0285714285714285,2.8,4.3,16.857142857142858
2020-03-09,5.528571428571429,4.7,8.5,30.714285714285715
2020-03-10,3.35,3.4,4.4,18.642857142857142
2020-03-11,3.9857142857142853,4.0,4.8,22.142857142857142
2020-03-12,7.428571428571429,7.0,10.2,40.57142857142857
2020-03-13,5.133333333333334,4.95,8.4,28.583333333333332
2020-03-14,4.0,4.2,6.1,22.142857142857142
2020-03-15,4.685714285714285,4.8,5.6,26.142857142857142
2020-03-16,5.142857142857143,5.2,7.6,28.428571428571427
2020-03-17,4.985714285714286,4.3,8.1,27.714285714285715
2020-03-18,6.714285714285714,6.0,11.0,36.57142857142857
2020-03-19,4.108333333333333,4.1,7.0,22.833333333333332
2020-03-20,3.6714285714285717,3.7,5.7,20.428571428571427
2020-03-21,3.6285714285714286,3.1,5.5,20.285714285714285
2020-03-22,4.269230769230769,3.6,7.7,23.76923076923077
2020-03-23,3.157142857142857,2.8,5.0,17.571428571428573
2020-03-24,4.3428571428571425,4.4,6.0,24.142857142857142
2020-03-25,2.8083333333333336,2.65,5.0,15.666666666666666
2020-03-26,3.3285714285714287,3.3,4.7,18.571428571428573
2020-03-27,5.6000000000000005,5.6,8.6,31.0
2020-03-28,7.235714285714286,7.15,8.8,40.285714285714285
2020-03-29,8.471428571428572,8.3,10.2,45.714285714285715
2020-03-30,7.8,8.1,9.7,43.0
2020-03-31,9.308333333333334,9.2,12.6,49.083333333333336
2020-04-01,7.971428571428571,7.9,10.2,44.0
2020-04-02,9.157142857142857,9.2,12.0,48.57142857142857
2020-04-03,9.671428571428573,10.25,10.9,50.42857142857143
2020-04-04,9.37142857142857,9.8,10.5,50.0
2020-04-05,3.1285714285714286,3.0,4.7,17.428571428571427
2020-04-06,2.2166666666666663,2.05,4.1,12.166666666666666
2020-04-07,3.585714285714286,3.2,6.1,20.0
2020-04-08,3.4714285714285715,3.0,5.7,19.428571428571427
2020-04-09,2.557142857142857,2.6,5.1,14.142857142857142
2020-04-10,2.6999999999999997,2.8,3.8,15.0
2020-04-11,6.071428571428571,6.0,7.5,33.857142857142854
2020-04-12,4.454545454545454,4.5,5.5,24.636363636363637
2020-04-13,4.728571428571429,4.5,5.7,26.285714285714285
2020-04-14,9.171428571428573,9.4,11.2,48.714285714285715
2020-04-15,8.264285714285714,7.6,12.5,43.857142857142854
2020-04-16,9.87142857142857,10.2,11.6,51.0
2020-04-17,5.46,5.5,6.4,30.6
2020-04-18,4.8100000000000005,4.75,5.6,26.7
2020-04-19,5.266666666666667,5.1,6.8,29.333333333333332
2020-04-20,7.333333333333333,7.35,8.8,40.666666666666664
2020-04-21,7.941666666666666,7.75,9.2,44.166666666666664
2020-04-22,11.171428571428573,12.0,13.2,54.0
2020-04-23,11.014285714285714,10.9,14.0,53.857142857142854
2020-04-24,10.781818181818181,10.9,14.8,53.45454545454545
2020-04-25,9.333333333333334,9.25,12.2,49.166666666666664
2020-04-26,9.933333333333334,9.55,15.2,50.0
2020-04-27,10.216666666666667,9.7,12.4,52.5
2020-04-28,11.42,11.0,14.4,55.4
2020-04-29,12.549999999999999,11.8,18.7,57.166666666666664
2020-04-30,13.62,13.649999999999999,15.5,59.3
2020-05-01,10.1,10.3,12.8,50.714285714285715
2020-05-02,8.985714285714286,9.1,11.1,48.0
2020-05-03,8.976923076923077,9.0,11.7,48.61538461538461
2020-05-04,11.485714285714284,12.2,14.0,53.42857142857143
2020-05-05,12.771428571428572,12.7,15.0,57.42857142857143
2020-05-06,12.345454545454546,12.7,15.7,56.0
2020-05-07,13.6,14.4,15.3,59.142857142857146
2020-05-08,15.0,14.9,19.6,62.142857142857146
2020-05-09,15.6,16.45,18.4,62.42857142857143
2020-05-10,11.428571428571429,11.8,14.0,53.857142857142854
2020-05-11,9.114285714285714,8.6,11.3,49.0
2020-05-12,5.266666666666667,5.0,7.0,29.333333333333332
2020-05-13,5.7,5.9,6.8,31.714285714285715
2020-05-14,7.8428571428571425,7.6,10.6,42.857142857142854
2020-05-15,8.707142857142857,8.75,10.2,47.642857142857146
2020-05-16,9.842857142857142,10.5,11.2,50.57142857142857
2020-05-17,8.057142857142857,7.9,9.6,44.42857142857143
2020-05-18,3.516666666666667,3.4,5.4,19.583333333333332
2020-05-19,5.1571428571428575,5.5,6.9,28.714285714285715
2020-05-20,6.614285714285714,6.7,9.4,36.42857142857143
2020-05-21,9.328571428571427,9.6,12.2,49.42857142857143
2020-05-22,10.828571428571427,10.5,13.1,53.57142857142857
2020-05-23,11.185714285714285,11.7,13.6,52.57142857142857
2020-05-24,13.908333333333333,14.35,17.0,58.833333333333336
2020-05-25,14.314285714285715,15.3,18.1,58.57142857142857
2020-05-26,13.785714285714286,14.3,16.5,59.142857142857146
2020-05-27,12.164285714285715,12.2,15.6,56.57142857142857
2020-05-28,8.785714285714286,9.5,10.7,46.714285714285715
2020-05-29,4.1,3.3,8.6,22.857142857142858
2020-05-30,5.3,4.3,14.6,27.666666666666668
2020-05-31,6.114285714285714,5.9,8.2,34.142857142857146
2020-06-01,8.528571428571428,8.5,10.5,45.714285714285715
